,gene_name,count_t3d,count_t7d,count_control
6474,LLNLF-189G12.1,1,1,0
8207,PEF1-AS1,1,0,0
13573,UBQLN1,1,1,0
13574,UBR1,1,0,0
13575,UBR2,1,5,0
8228,PFKFB2,1,0,0
8232,PFN1P11,1,0,0
8233,PGAM1,1,0,0
832,ALG14,1,3,0
835,ALG1L3P,1,0,0
789,AKAP17A,1,0,0
840,ALKAL1,1,0,0
6428,LINC02798,1,0,0
799,AKR1B10,1,0,0
6390,LINC02692,1,0,0
6444,LINC02864,1,4,0
6397,LINC02712,1,0,0
6398,LINC02713,1,0,0
6384,LINC02660,1,1,0
6387,LINC02671,1,2,0
6388,LINC02686,1,0,0
8202,PEBP1P2,1,0,0
6439,LINC02841,1,0,0
6424,LINC02792,1,0,0
841,ALKBH3,1,0,0
8109,PCNP,1,2,0
8120,PCSK6,1,10,0
8121,PCSK9,1,0,0
8141,PDE2A,1,3,0
8131,PDCD6IP,1,1,0
6510,LNPEP,1,0,0
6497,LMNB1-DT,1,0,0
748,AGXT2,1,1,0
701,AF127936.9,1,2,0
702,AF131216.7,1,0,0
6475,LLNLR-225F10.1,1,5,0
6417,LINC02771,1,0,0
6419,LINC02774,1,2,0
749,AHCY,1,0,0
737,AGO4,1,0,0
738,AGPAT1,1,0,0
693,AF001550.7,1,0,0
694,AF011889.5,1,0,0
695,AF038458.5,1,0,0
744,AGRN,1,0,0
747,AGTR1,1,1,0
13675,USP30,1,0,0
13638,UNQ6494,1,1,0
6431,LINC02815,1,0,0
670,ADH7,1,0,0
660,ADGRG3,1,0,0
743,AGR2,1,0,0
8175,PDK2,1,1,0
8162,PDGFB,1,0,0
8169,PDIA4,1,0,0
8172,PDIK1L,1,0,0
8114,PCNX4,1,0,0
6470,LL22NC01-81G9.3,1,0,0
773,AJ271736.10,1,0,0
6450,LINC02885,1,0,0
782,AK8,1,5,0
726,AGBL2,1,0,0
776,AK3,1,0,0
8152,PDE6B,1,1,0
13633,UNC5CL,1,0,0
13589,UCHL5,1,0,0
13599,UGP2,1,2,0
13586,UBXN7,1,1,0
6498,LMNB2,1,4,0
6507,LNCARSR,1,0,0
6463,LIPK,1,0,0
774,AJAP1,1,0,0
7841,OGFOD3,1,0,0
7848,OLFM1,1,0,0
7850,OLFM4,1,0,0
402,AC092573.2,1,0,0
6708,MAN1A2,1,0,0
6790,MARK1,1,1,0
6780,MARCHF10-DT,1,3,0
6798,MARVELD3,1,0,0
6786,MARCHF8,1,0,0
6743,MAP4K1,1,0,0
646,ADGB,1,3,0
523,ACBD7,1,0,0
464,AC106706.1,1,0,0
467,AC106874.1,1,0,0
13786,VSTM2L,1,0,0
6763,MAPK8IP2,1,8,0
6812,MAX,1,0,0
6830,MCCC2,1,3,0
6831,MCF2,1,0,0
6818,MBNL1,1,0,0
6828,MCC,1,10,0
6769,MAPKBP1,1,0,0
6792,MARK2P14,1,0,0
7880,OR4D9,1,0,0
6758,MAPK14,1,0,0
6744,MAP4K2,1,0,0
6748,MAP4K5,1,8,0
6753,MAP7D3,1,1,0
511,ACAD9,1,0,0
13753,VOPP1,1,1,0
7879,OR3A2,1,0,0
7866,OPRD1,1,2,0
7887,OR7E18P,1,0,0
7855,ONECUT2,1,1,0
7873,OR1I1,1,0,0
13862,WEE2-AS1,1,0,0
13852,WDR81,1,0,0
13869,WFIKKN2,1,0,0
13859,WDR93,1,0,0
13860,WDSUB1,1,1,0
13866,WFDC3,1,0,0
13868,WFIKKN1,1,0,0
6749,MAP6,1,1,0
6738,MAP3K6,1,0,0
7832,ODAD1,1,0,0
7872,OR14J1,1,0,0
13883,WNT1,1,0,0
13888,WNT3,1,0,0
7782,NUDT5,1,0,0
7783,NUFIP1,1,0,0
7790,NUP160,1,1,0
7778,NUDT16,1,0,0
7787,NUP107,1,1,0
13875,WIPF3,1,3,0
6770,MAPRE1,1,0,0
6853,MCUR1,1,0,0
7822,OARD1,1,0,0
6861,MDN1,1,3,0
6856,MDGA1,1,0,0
6815,MBD3,1,0,0
6800,MASP2,1,0,0
409,AC092835.2,1,0,0
431,AC097467.2,1,0,0
416,AC093627.9,1,0,0
418,AC093698.4,1,1,0
368,AC073842.19,1,6,0
7696,NR2F6,1,0,0
7697,NR3C2,1,1,0
6841,MCM7,1,0,0
7811,NXNL2,1,0,0
7766,NTSR1,1,12,0
7773,NUCB2,1,1,0
7760,NTN4,1,3,0
6810,MAU2,1,1,0
436,AC097721.2,1,1,0
13829,WDR26,1,0,0
13839,WDR48,1,2,0
7805,NVL,1,2,0
7813,NXPE2,1,0,0
13809,WASH2P,1,0,0
13882,WNK4,1,4,0
493,AC139099.4,1,3,0
495,AC141930.2,1,0,0
483,AC116609.1,1,0,0
489,AC131056.3,1,1,0
447,AC103564.7,1,0,0
13892,WNT7A,1,3,0
13897,WRNIP1,1,1,0
13899,WSCD1,1,0,0
13853,WDR82,1,0,0
13843,WDR6,1,4,0
13894,WNT8B,1,0,0
472,AC108059.1,1,0,0
619,ADAMTS9-AS2,1,5,0
6580,LRRC45,1,2,0
7975,PAFAH1B1,1,3,0
7963,PABPC1L,1,0,0
13695,USP5,1,0,0
13684,USP39,1,1,0
613,ADAMTS3,1,0,0
603,ADAM8,1,2,0
572,ACTL8,1,4,0
534,ACO1,1,2,0
7829,OCA2,1,8,0
529,ACER3,1,0,0
13720,VAPA,1,0,0
13722,VASH1,1,1,0
13762,VPS35L,1,3,0
13717,VAMP8,1,0,0
13719,VANGL2,1,0,0
13770,VPS51,1,0,0
13727,VAV3-AS1,1,0,0
13712,UXS1,1,2,0
582,ACVR1C,1,1,0
570,ACTG1P25,1,0,0
585,ACVRL1,1,0,0
647,ADGRA2,1,0,0
632,ADCK2,1,0,0
633,ADCY1,1,0,0
653,ADGRE4P,1,0,0
655,ADGRF1,1,0,0
640,ADCY9,1,13,0
6663,LZTS3,1,0,0
6652,LYRM4,1,1,0
6656,LYSMD3,1,0,0
6658,LYST,1,1,0
6659,LYZL1,1,1,0
616,ADAMTS7P1,1,0,0
7941,OXER1,1,0,0
7968,PACS2,1,14,0
7969,PACSIN1,1,0,0
7971,PACSIN3,1,1,0
7925,OTOP3,1,0,0
7976,PAFAH1B2,1,0,0
7935,OVCH1-AS1,1,0,0
7921,OTOA,1,1,0
604,ADAM9,1,5,0
608,ADAMTS17,1,3,0
611,ADAMTS2,1,0,0
6667,MACC1,1,1,0
6715,MAOB,1,4,0
6722,MAP2K5,1,0,0
6728,MAP3K14-AS1,1,1,0
13724,VAV1,1,0,0
7896,ORC1,1,3,0
7919,OSTF1,1,1,0
7912,OSER1,1,0,0
7914,OSMR,1,0,0
7871,OR13A1,1,0,0
7856,ONECUT3,1,3,0
6683,MAFA,1,0,0
13780,VSIG10,1,1,0
518,ACAP3,1,4,0
507,ACACB,1,3,0
525,ACE,1,0,0
514,ACADS,1,2,0
516,ACAN,1,1,0
6711,MAN2A2,1,2,0
13824,WDR13,1,0,0
13825,WDR17,1,0,0
13827,WDR20,1,3,0
7875,OR2B4P,1,0,0
13789,VSX2,1,2,0
6701,MALSU1,1,0,0
6688,MAGED2,1,0,0
6647,LYPD5,1,2,0
6655,LYSMD2,1,1,0
7910,OSBPL8,1,1,0
7942,OXNAD1,1,0,0
7950,P2RX7,1,6,0
7951,P2RY2,1,0,0
7944,OXSR1,1,0,0
7888,OR7E1P,1,0,0
7892,OR9Q1,1,4,0
7860,OPA3,1,0,0
501,AC144450.2,1,2,0
502,AC144836.1,1,0,0
503,AC147651.1,1,0,0
553,ACSF2,1,6,0
6732,MAP3K2-DT,1,6,0
13787,VSTM4,1,0,0
13805,WARS2-AS1,1,1,0
13793,VWA3A,1,2,0
13800,VWF,1,5,0
13747,VIPR2,1,0,0
7859,OPA1,1,0,0
539,ACOT7,1,8,0
7952,P2RY6,0,1,0
7953,P2RY8,0,1,0
7955,P3H2-AS1,0,3,0
6561,LRRC2,0,7,0
6564,LRRC24,0,1,0
6565,LRRC25,0,1,0
6566,LRRC27,0,1,0
6553,LRP5L,0,3,0
6555,LRP8,0,1,0
6512,LNX1-AS1,0,2,0
14348,ZNNT1,0,2,0
6517,LOXL1-AS1,0,1,0
6569,LRRC31,0,2,0
6573,LRRC37A17P,0,3,0
7991,PALM,0,2,0
8032,PARP4P2,0,1,0
8036,PARS2,0,1,0
8027,PARP12,0,4,0
6527,LPIN2,0,1,0
6586,LRRC53,0,1,0
6588,LRRC58,0,1,0
7997,PAN2,0,1,0
6515,LOX,0,4,0
7977,PAH,0,1,0
6550,LRP4,0,2,0
6600,LRRC9,0,1,0
6602,LRRD1,0,1,0
6606,LRRIQ3,0,1,0
6592,LRRC72,0,6,0
6594,LRRC74B,0,1,0
6595,LRRC75A,0,2,0
8007,PAPPA2,0,3,0
7992,PALM2,0,3,0
6617,LSM12,0,1,0
6559,LRRC16A,0,1,0
6546,LRP11,0,4,0
6549,LRP3,0,4,0
8009,PAPSS2,0,1,0
8010,PAQR5,0,4,0
8011,PAQR6,0,2,0
8012,PAQR9-AS1,0,2,0
8001,PANK2,0,1,0
8004,PAPOLA,0,1,0
8006,PAPPA-AS2,0,2,0
6616,LSM1,0,3,0
7996,PAMR1,0,1,0
8022,PARL,0,5,0
8023,PARM1,0,1,0
6511,LNX1,0,2,0
6496,LMNB1,0,3,0
6501,LMOD1,0,5,0
6503,LMTK3,0,2,0
6490,LMCD1,0,2,0
8093,PCDHGB3,0,2,0
8089,PCDHGA8,0,2,0
8090,PCDHGA9,0,2,0
7986,PAK6,0,2,0
8092,PCDHGB2,0,4,0
6462,LIPG,0,5,0
6454,LINGO1-AS1,0,1,0
6508,LNCOC1,0,1,0
8096,PCDHGB6,0,2,0
8097,PCDHGB7,0,2,0
8099,PCF11,0,3,0
8100,PCF11-AS1,0,3,0
8102,PCGF3,0,1,0
8103,PCGF5,0,1,0
8088,PCDHGA7,0,2,0
8091,PCDHGB1,0,2,0
7987,PAK7,0,1,0
6543,LRIG2-DT,0,3,0
6531,LPXN,0,1,0
6534,LRCH1,0,5,0
6535,LRCH2,0,2,0
6520,LPAL2,0,2,0
6521,LPAR1,0,2,0
6522,LPAR3,0,1,0
6494,LMLN2,0,1,0
6480,LLNLR-271C9.1,0,1,0
6481,LLNLR-284B4.1,0,2,0
8020,PARK7P1,0,2,0
6487,LMBR1,0,2,0
6537,LRCOL1,0,2,0
8073,PCDH12,0,1,0
8075,PCDH19,0,4,0
8078,PCDHB11,0,1,0
8064,PCAT29,0,1,0
8057,PBX2,0,1,0
6493,LMLN,0,1,0
8031,PARP4P1,0,1,0
8018,PARGP1,0,1,0
8019,PARK2,0,2,0
6486,LMAN2L,0,3,0
7830,OCM2,0,1,0
7831,OCRL,0,1,0
7881,OR51B5,0,5,0
7883,OR52K3P,0,1,0
6702,MALT1,0,3,0
6689,MAGEE1,0,1,0
6693,MAGOH,0,1,0
6681,MAEA,0,2,0
6684,MAFG,0,3,0
7889,OR7E25P,0,1,0
7920,OSTM1,0,1,0
6641,LY86,0,1,0
6643,LY96,0,2,0
6644,LYAR,0,1,0
7917,OSTC,0,1,0
7918,OSTCP1,0,1,0
7904,OSBPL11,0,1,0
7900,ORC5,0,2,0
6653,LYRM4-AS1,0,6,0
6654,LYRM7,0,1,0
6716,MAP1B,0,3,0
7870,OR10H5,0,1,0
6640,LY75-CD302,0,3,0
7833,ODAD2,0,7,0
7835,ODF3L1,0,1,0
7836,ODR4,0,1,0
6736,MAP3K4,0,2,0
6729,MAP3K15,0,2,0
6731,MAP3K2,0,10,0
6734,MAP3K20-AS1,0,4,0
6735,MAP3K3,0,1,0
6724,MAP3K10,0,1,0
6725,MAP3K11,0,5,0
7827,OBSCN-AS1,0,3,0
6687,MAGED1,0,2,0
6673,MACROD2-IT1,0,5,0
7884,OR5BA1P,0,1,0
7885,OR5BS1P,0,1,0
7874,OR2A25,0,3,0
7876,OR2F1,0,1,0
7878,OR2S1P,0,4,0
7864,OPN1SW,0,1,0
7867,OPRL1,0,4,0
6759,MAPK3,0,3,0
7824,OAT,0,4,0
7868,OPRM1,0,2,0
6632,LTN1,0,1,0
6633,LUC7L,0,4,0
6636,LURAP1,0,2,0
6637,LUZP1,0,2,0
6638,LUZP2,0,1,0
6626,LTA4H,0,1,0
6630,LTF,0,3,0
6631,LTK,0,1,0
7961,PAAF1,0,2,0
7962,PABIR3,0,1,0
7857,OOEP,0,1,0
6589,LRRC6,0,1,0
6590,LRRC69,0,1,0
6577,LRRC40,0,2,0
6579,LRRC43,0,1,0
7979,PAIP2B,0,2,0
7972,PADI1,0,2,0
7973,PADI2,0,2,0
7960,P4HB,0,2,0
6650,LYPLA1,0,2,0
6651,LYRM2,0,1,0
7934,OVAAL,0,2,0
7964,PABPC1P5,0,1,0
7858,OOSP4B,0,2,0
7863,OPLAH,0,1,0
6614,LRTOMT,0,2,0
6665,M6PR,0,9,0
6669,MACO1,0,2,0
6670,MACORIS,0,1,0
6660,LYZL2,0,1,0
6662,LZTR1,0,3,0
6648,LYPD6,0,1,0
6621,LSP1,0,4,0
6608,LRRK2,0,3,0
7949,P2RX6,0,1,0
6613,LRTM2,0,1,0
7936,OVGP1,0,2,0
7937,OVOL1,0,1,0
7938,OVOL1-AS1,0,1,0
7939,OVOL2,0,3,0
7928,OTUD3,0,2,0
7930,OTULIN,0,1,0
7931,OTULINL,0,2,0
7890,OR7E47P,0,2,0
7893,OR9Q2,0,2,0
7946,P2RX4,0,1,0
6611,LRRTM3,0,5,0
8271,PHF5A,0,6,0
8274,PHGDH,0,6,0
8275,PHIP,0,2,0
8276,PHKA2,0,3,0
8278,PHKG2,0,4,0
8329,PIK3R4,0,1,0
8330,PIK3R6,0,3,0
6310,LINC02389,0,3,0
6299,LINC02351,0,2,0
6300,LINC02352,0,1,0
8062,PCARE,0,4,0
8272,PHF6,0,1,0
6256,LINC02223,0,1,0
6258,LINC02226,0,3,0
6259,LINC02233,0,1,0
6317,LINC02402,0,3,0
6305,LINC02377,0,1,0
8247,PGLS-DT,0,1,0
8288,PI4K2A,0,1,0
8294,PIAS4,0,4,0
8295,PIBF1,0,4,0
8284,PHTF1,0,2,0
8286,PHYH,0,2,0
8231,PFKP,0,4,0
6328,LINC02438,0,3,0
6329,LINC02442,0,1,0
8240,PGAP3,0,3,0
8242,PGBP,0,1,0
8243,PGF,0,8,0
8245,PGGT1B,0,2,0
6301,LINC02355,0,2,0
6303,LINC02365,0,1,0
6349,LINC02503,0,3,0
8269,PHF21B,0,2,0
6342,LINC02472,0,2,0
8259,PHBP4,0,1,0
8260,PHC2,0,2,0
8261,PHC3,0,1,0
8263,PHF11,0,2,0
8248,PGLYRP2,0,1,0
8252,PGPEP1,0,3,0
8214,PEMT,0,9,0
8264,PHF12,0,1,0
8265,PHF14,0,3,0
8267,PHF2,0,5,0
6338,LINC02462,0,3,0
6254,LINC02213,0,3,0
6255,LINC02220,0,1,0
6240,LINC02150,0,4,0
6242,LINC02160,0,2,0
6245,LINC02185,0,1,0
6232,LINC02117,0,4,0
6235,LINC02131,0,1,0
6192,LINC01983,0,2,0
6195,LINC01993,0,1,0
6249,LINC02201,0,2,0
6271,LINC02254,0,1,0
8354,PKD1,0,12,0
8357,PKD1L3,0,1,0
8358,PKD2,0,3,0
8344,PISD,0,2,0
8348,PITPNM1,0,5,0
6178,LINC01944,0,1,0
6172,LINC01925,0,2,0
8381,PLA2G2C,0,1,0
6135,LINC01817,0,3,0
6187,LINC01970,0,1,0
6188,LINC01971,0,1,0
8366,PKIG,0,1,0
8308,PIGK,0,2,0
8311,PIGQ,0,4,0
8361,PKHD1,0,3,0
8362,PKHD1L1,0,1,0
6287,LINC02318,0,3,0
6273,LINC02261,0,10,0
6276,LINC02268,0,2,0
6278,LINC02280,0,3,0
8315,PIGX,0,3,0
6228,LINC02111,0,1,0
6229,LINC02112,0,2,0
6208,LINC02037,0,3,0
8321,PIK3CA,0,1,0
8324,PIK3IP1-AS1,0,1,0
8326,PIK3R1,0,2,0
8327,PIK3R2,0,1,0
8312,PIGU,0,4,0
8313,PIGV,0,1,0
8314,PIGW,0,1,0
6216,LINC02058,0,2,0
6219,LINC02071,0,1,0
6221,LINC02074,0,4,0
6223,LINC02091,0,5,0
6282,LINC02292,0,2,0
8082,PCDHGA12,0,2,0
8083,PCDHGA2,0,2,0
8084,PCDHGA3,0,2,0
8085,PCDHGA4,0,2,0
6435,LINC02824,0,1,0
6438,LINC02836,0,1,0
6425,LINC02793,0,2,0
6426,LINC02796,0,1,0
8159,PDE8B,0,2,0
6399,LINC02721,0,4,0
8226,PFDN2,0,1,0
6386,LINC02664,0,1,0
6441,LINC02860,0,3,0
6443,LINC02863,0,1,0
6446,LINC02868,0,2,0
6447,LINC02873,0,4,0
8127,PDCD11,0,1,0
8115,PCNXL2,0,1,0
8168,PDIA2,0,3,0
8161,PDGFA,0,1,0
8155,PDE6G,0,4,0
6468,LL0XNC01-237H1.2,0,3,0
6385,LINC02663,0,1,0
8051,PAXBP1,0,5,0
8052,PAXBP1-AS1,0,5,0
8104,PCID2,0,1,0
6422,LINC02789,0,4,0
6479,LLNLR-265D5.1,0,1,0
6464,LIPT1,0,1,0
6465,LIPT2,0,2,0
6466,LITAF,0,1,0
8132,PDCD6IPP2,0,1,0
8133,PDCL2,0,7,0
8122,PCTP,0,1,0
8081,PCDHGA11,0,2,0
6430,LINC02814,0,1,0
6416,LINC02768,0,1,0
8086,PCDHGA5,0,2,0
8087,PCDHGA6,0,2,0
8137,PDE12,0,3,0
8139,PDE1B,0,1,0
8143,PDE3B,0,1,0
8128,PDCD4,0,2,0
8094,PCDHGB4,0,2,0
8095,PCDHGB5,0,2,0
8080,PCDHGA10,0,2,0
6429,LINC02808,0,2,0
6375,LINC02617,0,1,0
6361,LINC02568,0,4,0
8208,PEG3,0,2,0
8213,PELP1,0,1,0
6324,LINC02422,0,6,0
6327,LINC02437,0,1,0
6376,LINC02618,0,5,0
6379,LINC02641,0,5,0
6380,LINC02645,0,2,0
6381,LINC02646,0,2,0
6471,LL22NC03-22A12.9,0,2,0
8219,PEX13,0,2,0
6335,LINC02456,0,2,0
6320,LINC02408,0,3,0
6322,LINC02413,0,1,0
6323,LINC02418,0,3,0
8234,PGAM1P13,0,2,0
8236,PGAM1P7,0,1,0
8237,PGAM1P8,0,1,0
8239,PGAP2,0,1,0
8224,PFAS,0,2,0
8225,PFDN1,0,1,0
8217,PERP,0,3,0
6459,LIPC-AS1,0,1,0
6460,LIPE,0,1,0
8126,PCYT2,0,1,0
8190,PDXK,0,2,0
8191,PDXP-DT,0,1,0
8178,PDLIM3,0,1,0
8179,PDLIM4,0,1,0
8183,PDPR,0,6,0
6359,LINC02548,0,1,0
6410,LINC02753,0,1,0
6415,LINC02765,0,1,0
6370,LINC02609,0,2,0
6395,LINC02698,0,3,0
8184,PDPR2P,0,2,0
8187,PDSS1,0,5,0
8188,PDSS2,0,5,0
6365,LINC02584,0,1,0
6352,LINC02512,0,3,0
6354,LINC02523,0,1,0
8146,PDE4C,0,5,0
8151,PDE6A,0,6,0
8192,PDYN-AS1,0,1,0
8194,PDZD7,0,1,0
6394,LINC02697,0,3,0
7166,MRPL16,0,1,0
7090,MMP8,0,1,0
7146,MR1,0,5,0
7150,MRE11,0,2,0
7137,MPPED1,0,3,0
7173,MRPL34,0,2,0
7174,MRPL35,0,1,0
7160,MRPL1,0,1,0
7161,MRPL10,0,1,0
7163,MRPL12,0,6,0
7847,OLAH,0,3,0
7180,MRPS16P1,0,1,0
7183,MRPS26,0,3,0
7168,MRPL2,0,5,0
7169,MRPL21,0,1,0
7170,MRPL23,0,1,0
7480,NDUFS4,0,1,0
7481,NDUFS8,0,1,0
7483,NDUFV2,0,3,0
7135,MPP6,0,1,0
7124,MPC2,0,2,0
7125,MPDZ,0,4,0
7127,MPHOSPH6-DT,0,2,0
7232,MTG1,0,1,0
7424,NCAM1,0,4,0
7426,NCAN,0,1,0
7184,MRPS27,0,2,0
7442,NCMAP-DT,0,1,0
7446,NCOA5,0,4,0
7497,NEFH,0,5,0
7501,NEK11,0,1,0
7491,NEDD1,0,1,0
7494,NEDD8,0,1,0
7165,MRPL14,0,2,0
7203,MSH3,0,7,0
7192,MS4A1,0,1,0
7194,MS4A4A,0,3,0
7440,NCLN,0,2,0
7441,NCLP1,0,4,0
7157,MROH3P,0,2,0
7158,MROH5,0,1,0
7456,NDOR1,0,1,0
7457,NDRG1,0,1,0
7458,NDRG3,0,1,0
7460,NDST1,0,1,0
7495,NEDD8-MDP1,0,1,0
7077,MMGT1,0,1,0
7078,MMP11,0,3,0
7559,NIBAN1,0,3,0
7544,NFRKB,0,3,0
7547,NFYA,0,2,0
7039,MIR7-3HG,0,4,0
7024,MIR4280HG,0,1,0
7029,MIR4458HG,0,3,0
7082,MMP16,0,4,0
7562,NID2,0,2,0
7062,MLKL,0,2,0
7565,NIM1K,0,4,0
7552,NGLY1,0,4,0
7553,NHEG1,0,1,0
7097,MNT,0,6,0
7099,MOB2,0,1,0
7100,MOB3A,0,1,0
7505,NELFA,0,2,0
7510,NEPRO,0,2,0
7046,MITD1,0,1,0
7047,MITF,0,5,0
7034,MIR499A,0,1,0
7563,NIFK,0,1,0
7112,MORC2,0,1,0
7117,MORN3,0,2,0
7105,MOG,0,5,0
7109,MON1A,0,3,0
7522,NEXMIF,0,4,0
7523,NEXN-AS1,0,1,0
7514,NEU3,0,2,0
7056,MKX-AS1,0,3,0
7057,MLC1,0,3,0
7058,MLF2,0,2,0
7132,MPP3,0,1,0
7075,MMD2,0,1,0
7529,NFATC1,0,1,0
7531,NFATC3,0,5,0
7138,MPPED2,0,4,0
7141,MPST,0,1,0
7143,MPZL1,0,1,0
7129,MPI,0,1,0
7130,MPND,0,3,0
7084,MMP20,0,1,0
7085,MMP24,0,1,0
7086,MMP24OS,0,1,0
7072,MMACHC,0,6,0
7473,NDUFAF8,0,2,0
14310,ZNF77,0,2,0
14297,ZNF71,0,1,0
14298,ZNF710,0,9,0
14256,ZNF587P1,0,2,0
14258,ZNF594-DT,0,1,0
14261,ZNF605,0,2,0
14314,ZNF774,0,4,0
14319,ZNF788P,0,2,0
7357,Metazoa_SRP,0,5,0
7344,MYOM3-AS1,0,11,0
7245,MTMR4,0,3,0
7347,MYPN,0,2,0
7400,NARF,0,2,0
7402,NASP,0,1,0
7309,MYL3,0,8,0
7310,MYL4,0,1,0
7311,MYL6,0,1,0
7303,MYH16,0,3,0
7289,MYB,0,4,0
7290,MYBBP1A,0,1,0
7291,MYBL2,0,4,0
7248,MTMR9LP,0,1,0
7346,MYOZ2,0,1,0
14337,ZNF850,0,1,0
14338,ZNF853,0,1,0
14341,ZNF891,0,1,0
14343,ZNF91,0,1,0
14328,ZNF815P,0,5,0
14329,ZNF823,0,1,0
14327,ZNF814,0,3,0
74,ABI3,0,4,0
64,ABHD17C,0,1,0
69,ABHD5,0,1,0
14309,ZNF761,0,2,0
71,ABHD8,0,4,0
14300,ZNF717,0,1,0
14333,ZNF835,0,2,0
14335,ZNF84,0,1,0
14320,ZNF79,0,2,0
14321,ZNF791,0,1,0
14325,ZNF808,0,7,0
14326,ZNF813,0,1,0
14304,ZNF74,0,5,0
14305,ZNF740,0,1,0
14306,ZNF747,0,1,0
70,ABHD6,0,5,0
7272,MUC22,0,6,0
7275,MUC6,0,4,0
7394,NAPA,0,1,0
7398,NAPG,0,3,0
7399,NAPSB,0,3,0
7386,NAGPA,0,3,0
7229,MTF1,0,2,0
7410,NAXD,0,3,0
7464,NDUFA13,0,1,0
7466,NDUFA6-AS1,0,1,0
7249,MTND2P23,0,2,0
7470,NDUFAF3,0,1,0
7233,MTHFD1,0,2,0
7235,MTHFD2L,0,2,0
7236,MTHFR,0,7,0
7224,MTATP6P27,0,5,0
7227,MTCO1P46,0,1,0
7421,NBR1,0,6,0
7422,NBR2,0,1,0
7189,MRPS6,0,1,0
7240,MTM1,0,3,0
7241,MTMR11,0,1,0
7467,NDUFA9,0,8,0
7250,MTND5P35,0,1,0
7251,MTO1,0,1,0
7253,MTPAP,0,2,0
7308,MYL10,0,3,0
7364,NAA16,0,1,0
7365,NAA25,0,10,0
7366,NAA30,0,4,0
7353,MYZAP,0,4,0
7354,MZF1,0,3,0
7355,MZF1-AS1,0,3,0
7356,MZT1,0,1,0
7223,MTAP,0,2,0
7379,NADK,0,4,0
7380,NADK2,0,2,0
7432,NCF2,0,7,0
7433,NCF4,0,1,0
7435,NCK1,0,1,0
7264,MUC12,0,4,0
7271,MUC20P1,0,3,0
7258,MTSS1L,0,1,0
7260,MTURN,0,1,0
7219,MT-TF,0,1,0
7220,MT1A,0,2,0
7377,NACC1,0,3,0
7736,NSG1,0,3,0
7728,NSA2,0,1,0
7729,NSA2P1,0,2,0
7754,NT5ELP,0,1,0
7755,NTF3,0,5,0
7758,NTMT1,0,3,0
7744,NSUN5,0,8,0
7746,NSUN7,0,1,0
6884,MED7,0,3,0
6885,MED9,0,2,0
7036,MIR548XHG,0,1,0
6876,MED16,0,8,0
7702,NRAD1,0,2,0
7703,NRAP,0,2,0
6826,MBTPS1,0,1,0
6827,MCAM,0,2,0
6823,MBOAT7,0,2,0
6850,MCTS1,0,1,0
6854,MDC1,0,3,0
6855,MDFIC,0,1,0
6842,MCM8-AS1,0,1,0
6844,MCMBP,0,1,0
6887,MEF2B,0,3,0
6918,MESTIT1,0,3,0
6904,MEIOSIN,0,2,0
7706,NRBP2,0,3,0
7708,NRDC,0,2,0
6877,MED19,0,1,0
6878,MED21,0,1,0
6879,MED22,0,2,0
6865,MEA1,0,2,0
6871,MED13,0,6,0
7714,NRGN,0,1,0
7751,NT5DC3,0,5,0
7704,NRARP,0,3,0
7705,NRBP1,0,1,0
7733,NSDHL,0,1,0
7734,NSF,0,2,0
7735,NSFL1C,0,1,0
7784,NUMA1,0,1,0
7791,NUP205,0,1,0
7777,NUDT13,0,1,0
7779,NUDT19,0,5,0
7747,NT5C,0,1,0
7749,NT5C3A,0,1,0
7719,NRM,0,2,0
7809,NXF3,0,1,0
7800,NUS1P2,0,1,0
6811,MAVS,0,1,0
7818,NXPH3,0,7,0
6717,MAP1S,0,2,0
6707,MAMSTR,0,1,0
6760,MAPK4,0,4,0
6761,MAPK6,0,2,0
6756,MAPK11,0,2,0
6788,MARCOL,0,1,0
6768,MAPKAPK5,0,5,0
6776,MARCH1,0,2,0
6777,MARCH4,0,7,0
6778,MARCH6,0,3,0
6779,MARCHF10,0,1,0
6740,MAP3K7CL,0,4,0
6741,MAP3K9,0,5,0
6796,MARS1,0,4,0
6799,MASP1,0,4,0
7843,OGT,0,2,0
7844,OIP5,0,1,0
7845,OIT3,0,1,0
6789,MARF1,0,3,0
6771,MAPRE2,0,5,0
6805,MATK,0,5,0
6806,MATN1,0,1,0
6807,MATN1-AS1,0,1,0
6858,MDH1B,0,3,0
6860,MDM2,0,2,0
7781,NUDT4,0,3,0
7768,NUAK2,0,1,0
7770,NUBP1,0,1,0
6813,MB,0,3,0
6801,MAST1,0,1,0
7821,OAF,0,1,0
7799,NUP98,0,1,0
7853,OLMALINC,0,1,0
7840,OGDHL,0,5,0
7842,OGG1,0,1,0
7801,NUSAP1,0,1,0
7802,NUTF2,0,1,0
7803,NUTM2A-AS1,0,1,0
7804,NUTM2B-AS1,0,3,0
7806,NWD1,0,1,0
7794,NUP42,0,1,0
7795,NUP62CL,0,1,0
7796,NUP85,0,1,0
7605,NMBR,0,1,0
7606,NMD3,0,1,0
7656,NPAT,0,6,0
6964,MGAT5B,0,1,0
7017,MIR23B,0,2,0
7020,MIR326,0,8,0
7009,MIR137HG,0,2,0
7010,MIR146A,0,1,0
7011,MIR181A2HG,0,1,0
7623,NOD2,0,2,0
6915,MEPE,0,2,0
7610,NME9,0,1,0
7611,NMI,0,1,0
